MANUFACTURER,FAMILY,MODEL,IDPICTURE
HP,OfficeJet Pro,OfficeJet Pro 8640 e-All-in-One,
HP,OfficeJet Pro,OfficeJet Pro 8616 e-All-in-One,51692
HP,OfficeJet Pro,OfficeJet Pro 8625 e-All-in-One,56502
HP,OfficeJet Pro,OfficeJet Pro 8615 e-All-in-One,51692
HP,OfficeJet Pro,OfficeJet Pro 8620 e-All-in-One,56502
NRG,Other,6230,
Canon,Fax C,Fax C 855,10146
Infotec,Fax,Fax 3525,
Telekom,T-Fax,T-Fax 5830,4893
Savin,Savinfax,Savinfax 3615 C,
Telekom,T-Fax,T-Fax 5500,1843
Canon,Fax B,Fax B 180 C,1803
Telekom,T-Fax,T-Fax 363 PC,3667
Telekom,T-Fax,T-Fax 362 PC,1535
Panasonic,KX-F,KX-F 1600,
Infotec,Other,3525,
Canon,Fax B,Fax B 210 Series,1804
Canon,Multipass,Multipass C 90,370
Canon,Multipass,Multipass C 75,1810
Canon,Fax B,Fax B 215 C,1804
Canon,Fax B,Fax B 230 C,3592
Canon,Multipass,Multipass C 70,3593
Canon,Multipass,Multipass C 80,370
Canon,Fax B,Fax B 210 C,3592
Canon,Multipass,Multipass C 2500,
Canon,Multipass,Multipass C 50,363
Canon,Multipass,Multipass C 3500,363
Canon,Multipass,Multipass C 3000,
Canon,Multipass,Multipass C 30,
Canon,Multipass,Multipass C 20,362
Canon,BJC,BJC 2100 Series,
Canon,BJC,BJC 4000 Series,
Canon,BJC,BJC 4300 Series,
Calcomp,Other,Techjet Designer 5500 Series,273
Selex,SR,SR 950 Series,
Selex,SR,SR 850 Series,
Canon,BJC,BJC 400 Series,
Canon,BJC,BJC 410 Series,
NRG,P,P 293,
Calcomp,Other,5636,273
Calcomp,Other,5624,273
Canon,BJC,BJC 430 J,
Canon,BJC,BJC 420 J,
Canon,BJC,BJC 411 F,
Canon,CFX,CFX B 380 IF,
Calcomp,Other,Techjet Designer 5536,273
Calcomp,Other,Techjet Designer 5524,273
Canon,S,S 5500,
Canon,Multipass,Multipass C 560,
Canon,Multipass,Multipass C 555,
Canon,Multipass,Multipass C 545,
Canon,Multipass,Multipass C 530,365
Canon,BJC,BJC 2120,
Canon,BJC,BJC 2115,
Canon,S,S 100,6
Canon,BJC,BJC 4000 E,
Canon,BJC,BJC 4304,
Canon,BJC,BJC 4302,
Canon,BJC,BJC 2100,
Selex,SR,SR 950 E,
Selex,SR,SR 950 D,
Selex,SR,SR 850 E,
Selex,SR,SR 850 D,
Selex,SR,SR 700,
OCE,Other,5120,
Tally Genicom,T,T 7070 C,
Tally Genicom,T,T 7070,
Canon,BJC,BJC 4650,18206
Canon,BJC,BJC 4550,18205
Canon,BJC,BJC 455 J,
Canon,BJC,BJC 4400,36
Canon,BJC,BJC 4300 S,39
Canon,BJC,BJC 4300,39
Canon,BJC,BJC 4200,18204
Canon,BJC,BJC 4100,18203
Canon,BJC,BJC 410 J,
Canon,BJC,BJC 4000,18202
Canon,BJC,BJC 400 J,
Canon,BJC,BJC 400,
Canon,BJC,BJC 2000,37
Calcomp,Other,Techjet Designer Plotter,
Calcomp,Other,Techjet Designer 720 C,273
Canon,Multipass,Multipass C 635,367
Canon,Multipass,Multipass C 6000,
Canon,Multipass,Multipass C 5500,363
Canon,Multipass,Multipass C 5000,
Canon,I,IJ 5100,
Apple,Color Stylewriter,Color Stylewriter 2500,
Apple,Color Stylewriter,Color Stylewriter 2400,
Canon,BJC,BJC 5500,41
Canon,BJC,BJC 5100,18208
Canon,BJC,BJC 5000,18207
Epson,Workforce Pro,WorkForce Pro WP-4595 DNF,36160
Epson,Workforce Pro,WorkForce Pro WP-4095 DN Blauer Engel,36161
Epson,Workforce Pro,WorkForce Pro WP-4595 DNF Blauer Engel,49164
Epson,Workforce Pro,WorkForce Pro WP-4515 DN,36163
Epson,Workforce Pro,WorkForce Pro WP-4525 DNF,36829
Epson,Workforce Pro,WorkForce Pro WP-4015 DN,36161
Epson,Workforce Pro,WorkForce Pro WP-4020,36162
Epson,Workforce Pro,WorkForce Pro WP-4095 DN,36161
Canon,I,I 560 Series,4633
Canon,Pixma,Pixma IP 3100,2295
Canon,Pixus,Pixus 560 I,4633
Canon,I,I 560 X,4633
Canon,Pixma,Pixma IP 3000,2295
Canon,I,I 560,4633
Canon,BJC,BJC 6200 Series,2
Canon,BJC,BJC 6200 S,2
Canon,BJC,BJC 6200,2
Canon,BJC,BJC 6500,
Canon,BJC,BJC 6100,
Canon,BJC,BJC 6000,
Canon,S,S 4500,19
Canon,S,S 450,18
Canon,BJC,BJC 3000 Series,38
Canon,S,S 400 Series,17
Canon,Multipass,Multipass C 400,
Canon,Multipass,Multipass C 755,
Canon,S,S 400,17
Canon,Multipass,Multipass C 100,1809
Odixion,Other,Octavo Premium,
Odixion,Other,Octavo,
Odixion,Other,Quatro,
Odixion,Other,Quatro Premium,
Odixion,Other,UNO Premium,1014
Odixion,Other,UNO,
Canon,BJC,BJC 3010,38
Canon,S,S 400 X,17
Canon,BJC,BJC 3000,38
Canon,Pixma,Pixma IP 4000 Series,2297
Canon,Imageclass,ImageClass MP 760,6839
Canon,Pixus,Pixus MP 780,2298
Canon,Pixus,Pixus MP 750,2299
Canon,Pixus,Pixus 865 R,4812
Canon,Pixus,Pixus MP 760,6839
Canon,Pixma,Pixma MP 760,6839
Canon,Pixma,Pixma IP 4000 P,2297
Canon,Pixma,Pixma IP 5000,8672
Canon,Pixma,Pixma IP 4000 R,2297
Canon,Pixma,Pixma MP 780,2298
Canon,Pixma,Pixma MP 750,2299
Canon,Pixma,Pixma IP 4000,2297
Canon,I,I 865,4812
Canon,S,S 520 Series,20
Canon,S,S 630 Series,22
Canon,S,S 530 Series,
Canon,I,I 550 Series,158
Canon,Pixus,Pixus MP 710,2113
Canon,Smartbase MP,Smartbase MP 710,2017
Canon,S,S 630 N,22
Canon,Imageclass,ImageClass MPC 600 F,138
Canon,S,S 535 PD,
Canon,Imageclass,ImageClass MP 740,2017
Canon,Imageclass,ImageClass MP 730,2113
Canon,Imageclass,ImageClass MP 700,2113
Canon,Pixus,Pixus MP 740,2017
Canon,Smartbase MP,Smartbase MP 740,2017
Canon,Pixus,Pixus 6100 I,4748
Canon,I,I 6100,4748
Canon,Pixus,Pixus 6500 I,2146
Canon,Pixus,Pixus MP 730,2113
Canon,Pixus,Pixus MP 700,2113
Canon,Imageclass,ImageClass MPC 400,138
Canon,I,I 6500,2146
Canon,I,I 650,
Canon,Smartbase MP,Smartbase MP 700 Photo,2113
Canon,Smartbase MP,Smartbase MP 730 Photo,2113
Canon,Multipass,Multipass MP 730,5117
Canon,Multipass,Multipass MP 700,5116
Canon,Pixus,Pixus 550 I,152
Canon,Pixus,Pixus 850 I,151
Canon,I,I 550 X,158
Canon,S,S 530,
Canon,S,S 520,20
Canon,S,S 750,24
Canon,S,S 600,46
Canon,Multipass,Multipass F 30,
Canon,MPF,MPF 30,
Canon,MPF,MPF 50,
Canon,Multipass,Multipass F 50,
Canon,Multipass,Multipass F 60,
Canon,MPF,MPF 60,
Canon,MPF,MPF 80,
Canon,Multipass,Multipass F 80,
Canon,S,S 6300,23
Telekom,T-Fax,T-Fax 7960,4889
Canon,Multipass,Multipass C 600  F,2113
Canon,I,I 850,1708
Canon,I,I 550,158
Canon,Smartbase MPC,Smartbase MPC 600 F,2113
Canon,Smartbase MPC,Smartbase MPC 400,138
Canon,S,S 500,35
Canon,S,S 630,22
Canon,S,S 520 X,20
Canon,S,S 530 D,
Canon,I,I 900 Series,4811
Canon,Pixus,Pixus 960 I,2039
Canon,Pixus,Pixus 860 I,4812
Canon,Pixus,Pixus 900 PD,2038
Canon,Pixus,Pixus 9100 I,2136
Canon,I,I 860,4812
Canon,I,I 900 D,2038
Canon,I,I 960,2039
Canon,I,I 9100,2136
Canon,I,I 905 D,4811
Canon,BJC,BJC 8200,44
Canon,Pixus,Pixus 990 I,2048
Canon,I,I 990,2048
Canon,I,I 9900 Series,5691
Canon,Pixus,Pixus 9900 I,5691
Canon,Pixma,Pixma IP 8500,6086
Canon,I,I 9950,5691
Canon,I,I 9900,5691
Canon,S,S 820 Series,27
Canon,Pixma,Pixma IP 6100 D,6087
Canon,Pixma,Pixma IP 6000 D,6087
Canon,I,I 950,1709
Canon,BJ,BJ-F 9000,29
Canon,BJ,BJ 535 PD,150
Canon,BJ,BJ 895 PD,26
Canon,Pixus,Pixus 950 I,153
Canon,I,I 965,4813
Canon,S,S 820,27
Canon,S,S 9000,29
Canon,S,S 900,28
Canon,S,S 820 D,26
Canon,S,S 800,25
Canon,S,S 830 D,150
Xerox,WC,WC M 950,3603
Xerox,WC,WC M 940,3602
Xerox,Workcentre M,WorkCentre M 950,3603
Xerox,Workcentre M,WorkCentre M 940,3602
Xerox,Docuprint M,Docuprint M 760,3598
Xerox,Docuprint M,Docuprint M 750,3597
Epson,PM,PM 4000 PX,1925
Epson,Stylus Photo,Stylus Photo 2200,552
Epson,Stylus Photo,Stylus Photo 2100,1925
HP,DeskJet,DeskJet 5900 Series,7991
HP,DeskJet,DeskJet 5940 xi,7991
HP,DeskJet,DeskJet 5950,7991
HP,DeskJet,DeskJet 5943,7991
HP,DeskJet,DeskJet 5940,7991
HP,OfficeJet H,OfficeJet H 470 Series,15807
HP,OfficeJet H,OfficeJet H 470 WF,15807
HP,OfficeJet H,OfficeJet H 470 WBT,15807
HP,OfficeJet H,OfficeJet H 470 BT,15807
HP,OfficeJet H,OfficeJet H 470 B,15807
HP,OfficeJet H,OfficeJet H 470,15807
HP,OfficeJet Pro K,OfficeJet Pro K 7100 Series,14564
HP,OfficeJet,OfficeJet K 7100 Series,14564
HP,OfficeJet Pro K,OfficeJet Pro K 7108,14564
HP,OfficeJet Pro K,OfficeJet Pro K 7103,14548
HP,OfficeJet Pro K,OfficeJet Pro K 7100,14548
HP,OfficeJet,OfficeJet K 7108,14564
HP,OfficeJet,OfficeJet K 7103,14548
HP,OfficeJet,OfficeJet K 7100,14548
HP,Photosmart,PhotoSmart 8700 Series,7105
HP,Photosmart,PhotoSmart 8753,7105
HP,Photosmart,PhotoSmart 8750 GP,7105
HP,Photosmart,PhotoSmart 8750,7105
HP,DeskJet D,DeskJet D 4100 Series,12585
HP,DeskJet D,DeskJet D 4163,12585
HP,DeskJet D,DeskJet D 4155,12585
HP,DeskJet D,DeskJet D 4145,12585
HP,DeskJet D,DeskJet D 4160,12585
HP,OfficeJet,OfficeJet 150 Mobile,39713
HP,OfficeJet,OfficeJet 100,34029
HP,Photosmart,PhotoSmart 8050 Series,7969
HP,Photosmart,PhotoSmart 8000 Series,7969
HP,Photosmart,PhotoSmart 8053,7969
HP,Photosmart,PhotoSmart 8050 XI,7969
HP,Photosmart,PhotoSmart 8050 V,7969
HP,Photosmart,PhotoSmart 8039,7969
HP,Photosmart,PhotoSmart 8030,7969
HP,Photosmart,PhotoSmart 8049,7969
HP,Photosmart,PhotoSmart 8050,7969
HP,DeskJet,DeskJet 6988 Series,14566
HP,DeskJet,DeskJet 6900 Series,14566
HP,DeskJet,DeskJet 6988 XI,14566
HP,DeskJet,DeskJet 6985,8690
HP,DeskJet,DeskJet 6988 DT,14567
HP,DeskJet,DeskJet 6988,14566
HP,DeskJet,DeskJet 6980 DT,9280
HP,DeskJet,DeskJet 6940 DT,9280
HP,DeskJet,DeskJet 6983,8690
HP,DeskJet,DeskJet 6943,8689
HP,DeskJet,DeskJet 6980,8690
HP,DeskJet,DeskJet 6940,8689
HP,Photosmart D,PhotoSmart D 5065,10699
HP,Photosmart D,PhotoSmart D 5063,10699
HP,Photosmart D,PhotoSmart D 5060,10699
HP,Photosmart D,PhotoSmart D 5168,10148
HP,Photosmart D,PhotoSmart D 5156,10148
HP,Photosmart D,PhotoSmart D 5155,10148
HP,Photosmart D,PhotoSmart D 5145,10148
HP,Photosmart D,PhotoSmart D 5069,10699
HP,Photosmart D,PhotoSmart D 5100 Series,10148
HP,Photosmart D,PhotoSmart D 5000 Series,10699
HP,Photosmart D,PhotoSmart D 5160,10148
HP,Photosmart C,PhotoSmart C 4175,9512
HP,Photosmart C,PhotoSmart C 4150,9512
HP,Photosmart C,PhotoSmart C 4140,9512
HP,Photosmart C,PhotoSmart C 4110,9512
HP,Photosmart C,PhotoSmart C 4100,9512
HP,Photosmart C,PhotoSmart C 4100 Series,9512
HP,Photosmart C,PhotoSmart C 4173,9512
HP,Photosmart C,PhotoSmart C 4170,9512
HP,Photosmart C,PhotoSmart C 4194,9512
HP,Photosmart C,PhotoSmart C 4193,9512
HP,Photosmart C,PhotoSmart C 4190,9512
HP,Photosmart C,PhotoSmart C 4188,9512
HP,Photosmart C,PhotoSmart C 4183,9512
HP,Photosmart C,PhotoSmart C 4180,9512
HP,Photosmart,PhotoSmart 2575 Series,7985
HP,Photosmart,PhotoSmart 2500 Series,7985
HP,Photosmart,PhotoSmart 2578,7985
HP,Photosmart,PhotoSmart 2575 a,7985
HP,Photosmart,PhotoSmart 2573,7985
HP,Photosmart,PhotoSmart 2575 v,7985
HP,Photosmart,PhotoSmart 2575 xi,7985
HP,Photosmart,PhotoSmart 2570,7985
HP,Photosmart,PhotoSmart 2575,7985
HP,Photosmart C,PhotoSmart C 6275,14784
HP,Photosmart,PhotoSmart 3310 Series,8025
HP,Photosmart,PhotoSmart 3110 Series,8026
HP,Photosmart,PhotoSmart 3210 Series,8026
HP,Photosmart D,PhotoSmart D 7400 Series,14864
HP,Photosmart,PhotoSmart 8200 Series,7822
HP,Photosmart C,PhotoSmart C 7185,10149
HP,Photosmart D,PhotoSmart D 7200 Series,15984
HP,Photosmart C,PhotoSmart C 6286,14784
HP,Photosmart C,PhotoSmart C 6285,14784
HP,Photosmart C,PhotoSmart C 6283,14784
HP,Photosmart C,PhotoSmart C 6270,14784
HP,Photosmart C,PhotoSmart C 6288,14784
HP,Photosmart D,PhotoSmart D 7460,14864
HP,Photosmart D,PhotoSmart D 7280,15984
HP,Photosmart D,PhotoSmart D 7260,15984
HP,Photosmart D,PhotoSmart D 7180,10110
HP,Photosmart C,PhotoSmart C 6250,14784
HP,Photosmart C,PhotoSmart C 6240,14784
HP,Photosmart C,PhotoSmart C 6280,14784
HP,Photosmart C,PhotoSmart C 5194,9511
HP,Photosmart C,PhotoSmart C 5190,9511
HP,Photosmart C,PhotoSmart C 5188,9511
HP,Photosmart C,PhotoSmart C 5185,9511
HP,Photosmart C,PhotoSmart C 5177,9511
HP,Photosmart C,PhotoSmart C 5175,9511
HP,Photosmart C,PhotoSmart C 5173,9511
HP,Photosmart C,PhotoSmart C 5170,9511
HP,Photosmart C,PhotoSmart C 5150,9511
HP,Photosmart C,PhotoSmart C 5140,9511
HP,Photosmart,PhotoSmart 3110 XI,8026
HP,Photosmart,PhotoSmart 3110 V,8026
HP,Photosmart C,PhotoSmart C 8188,14624
HP,Photosmart C,PhotoSmart C 8183,14624
HP,Photosmart C,PhotoSmart C 8150,14624
HP,Photosmart C,PhotoSmart C 8180,14624
HP,Photosmart C,PhotoSmart C 6190,10147
HP,Photosmart C,PhotoSmart C 6188,10147
HP,Photosmart C,PhotoSmart C 6185,10147
HP,Photosmart C,PhotoSmart C 6183,10147
HP,Photosmart C,PhotoSmart C 6175,10147
HP,Photosmart C,PhotoSmart C 6170,10147
HP,Photosmart C,PhotoSmart C 6154,10147
HP,Photosmart C,PhotoSmart C 6150,10147
HP,Photosmart C,PhotoSmart C 7190,10149
HP,Photosmart C,PhotoSmart C 7188,10149
HP,Photosmart C,PhotoSmart C 7186,10149
HP,Photosmart C,PhotoSmart C 7183,10149
HP,Photosmart C,PhotoSmart C 7177,10149
HP,Photosmart C,PhotoSmart C 7170,10149
HP,Photosmart C,PhotoSmart C 7150,10149
HP,Photosmart D,PhotoSmart D 7368,10109
HP,Photosmart D,PhotoSmart D 7355,10109
HP,Photosmart D,PhotoSmart D 7345,10109
HP,Photosmart D,PhotoSmart D 7155,10110
HP,Photosmart D,PhotoSmart D 7145,10110
HP,Photosmart D,PhotoSmart D 7168,10110
HP,Photosmart C,PhotoSmart C 7288,14549
HP,Photosmart C,PhotoSmart C 7283,14549
HP,Photosmart C,PhotoSmart C 7275,14549
HP,Photosmart C,PhotoSmart C 7250,14549
HP,Photosmart C,PhotoSmart C 7200 Series,14549
HP,Photosmart C,PhotoSmart C 7280,14549
HP,Photosmart,PhotoSmart 8253,7822
HP,Photosmart D,PhotoSmart D 7163,10110
HP,Photosmart D,PhotoSmart D 7363,10109
HP,Photosmart D,PhotoSmart D 7183,10110
HP,Photosmart C,PhotoSmart C 5183,9511
HP,Photosmart D,PhotoSmart D 7263,15984
HP,Photosmart C,PhotoSmart C 6200 Series,14784
HP,Photosmart C,PhotoSmart C 8100 Series,14624
HP,Photosmart D,PhotoSmart D 7468,14864
HP,Photosmart D,PhotoSmart D 7463,14864
HP,Photosmart,PhotoSmart 3300 Series,8025
HP,Photosmart,PhotoSmart 3200 Series,8026
HP,Photosmart,PhotoSmart 3100 Series,8026
HP,Photosmart D,PhotoSmart D 7300 Series,10109
HP,Photosmart D,PhotoSmart D 7100 Series,10110
HP,Photosmart D,PhotoSmart D 6100 Series,10147
HP,Photosmart C,PhotoSmart C 7100 Series,10149
HP,Photosmart C,PhotoSmart C 6100 Series,10147
HP,Photosmart C,PhotoSmart C 5100 Series,9511
HP,Photosmart,PhotoSmart 3108,8026
HP,Photosmart,PhotoSmart 3310 A,8025
HP,Photosmart C,PhotoSmart C 6180,9510
HP,Photosmart C,PhotoSmart C 5180,9511
HP,Photosmart,PhotoSmart 3210 V,8026
HP,Photosmart,PhotoSmart 3110,8026
HP,Photosmart D,PhotoSmart D 7360,10109
HP,Photosmart D,PhotoSmart D 7160,10110
HP,Photosmart C,PhotoSmart C 7180,10149
HP,Photosmart D,PhotoSmart D 6168,10147
HP,Photosmart D,PhotoSmart D 6163,10147
HP,Photosmart D,PhotoSmart D 6160,10147
HP,Photosmart C,PhotoSmart C 6160,10147
HP,Photosmart,PhotoSmart 3214,8026
HP,Photosmart,PhotoSmart 3213,8026
HP,Photosmart,PhotoSmart 3210 XI,8026
HP,Photosmart,PhotoSmart 3210 A,8026
HP,Photosmart,PhotoSmart 3207,8026
HP,Photosmart,PhotoSmart 3314,8025
HP,Photosmart,PhotoSmart 3313,8025
HP,Photosmart,PhotoSmart 3310 V,8025
HP,Photosmart,PhotoSmart 3308,8025
HP,Photosmart,PhotoSmart 3310 XI,8025
HP,Photosmart,PhotoSmart 3310,8025
HP,Photosmart,PhotoSmart 3210,8026
HP,Photosmart,PhotoSmart 8250,7822
Epson,Stylus Color,Stylus Color 480 Series,527
Epson,Stylus C,Stylus C 40 S,516
Epson,Stylus C,Stylus C 40,516
Data Devices,Other,Matisse Gold,2103
Epson,Stylus Color,Stylus Color 480 SXU,527
Epson,Stylus C,Stylus C 40 SX,516
Epson,Stylus C,Stylus C 20 SX,1927
Epson,Stylus Color,Stylus Color 580,527
Epson,Stylus C,Stylus C 40 UX,516
Epson,Stylus Color,Stylus Color 40 UX,516
Epson,Stylus C,Stylus C 20 UX,1927
Epson,Stylus Color,Stylus Color 480 SX,527
Epson,Stylus Color,Stylus Color 480,527
HP,OfficeJet,OfficeJet 4315 Series,9105
HP,OfficeJet,OfficeJet 4700 Series,14752
HP,OfficeJet,OfficeJet 4359,9951
HP,OfficeJet,OfficeJet 4357,9951
HP,OfficeJet,OfficeJet 4353,9951
HP,OfficeJet,OfficeJet 4352,9951
HP,OfficeJet,OfficeJet 4319,9105
HP,OfficeJet,OfficeJet 4317,9105
HP,OfficeJet,OfficeJet 4315 XI,9105
HP,OfficeJet,OfficeJet 4315 V,9105
HP,OfficeJet,OfficeJet 4314,9105
HP,OfficeJet,OfficeJet 4312,9105
HP,OfficeJet,OfficeJet 4311,9105
HP,OfficeJet,OfficeJet 4300 Series,9105
HP,OfficeJet,OfficeJet 4315,9105
HP,OfficeJet,OfficeJet 4355,9951
HP,OfficeJet,OfficeJet 4712,14752
HP,OfficeJet,OfficeJet 4625,14752
HP,OfficeJet,OfficeJet 4713,14752
HP,DeskJet F,DeskJet F 4100 Series,13194
HP,DeskJet F,DeskJet F 4194,13194
HP,DeskJet F,DeskJet F 4188,13194
HP,DeskJet F,DeskJet F 4190,13194
HP,DeskJet F,DeskJet F 4175,13194
HP,DeskJet F,DeskJet F 4172,13194
HP,DeskJet F,DeskJet F 4150,13194
HP,DeskJet F,DeskJet F 4185,13194
HP,DeskJet F,DeskJet F 4140,13194
HP,DeskJet F,DeskJet F 4135,13194
HP,DeskJet F,DeskJet F 4180,13194
HP,DeskJet F,DeskJet F 370 Series,9509
HP,DeskJet F,DeskJet F 380 Series,9509
HP,DeskJet F,DeskJet F 390 Series,9509
HP,DeskJet F,DeskJet F 394,9509
HP,DeskJet F,DeskJet F 390,9509
HP,DeskJet F,DeskJet F 388,9509
HP,DeskJet F,DeskJet F 385,9509
HP,DeskJet F,DeskJet F 378,9509
HP,DeskJet F,DeskJet F 370,9509
HP,DeskJet F,DeskJet F 375,9509
HP,DeskJet F,DeskJet F 380,9509
HP,OfficeJet J,OfficeJet J 3606,16126
HP,OfficeJet J,OfficeJet J 3640,16126
HP,OfficeJet J,OfficeJet J 3608,16126
HP,OfficeJet J,OfficeJet J 3635,16126
HP,OfficeJet J,OfficeJet J 3600 Series,16126
HP,OfficeJet J,OfficeJet J 3680,16126
HP,OfficeJet J,OfficeJet J 3625,16126
HP,Fax,Fax 3180,30328
HP,OfficeJet J,OfficeJet J 5500 Series,16124
HP,OfficeJet J,OfficeJet J 5520,16124
HP,OfficeJet J,OfficeJet J 5508,16124
HP,PSC,PSC 1410 Series,7640
HP,OfficeJet,OfficeJet 1400 Series,7640
HP,DeskJet D,DeskJet D 2340,9507
HP,DeskJet D,DeskJet D 1500 Series,19409
HP,DeskJet D,DeskJet D 2300 Series,9507
HP,DeskJet F,DeskJet F 2100 Series,13194
HP,DeskJet F,DeskJet F 2200 Series,19411
HP,DeskJet F,DeskJet F 2278,19338
HP,DeskJet F,DeskJet F 2224,19411
HP,DeskJet F,DeskJet F 2280,19338
HP,DeskJet D,DeskJet D 1560,19409
HP,DeskJet F,DeskJet F 2235,19411
HP,DeskJet F,DeskJet F 2212,19411
HP,DeskJet F,DeskJet F 2275,19338
HP,DeskJet F,DeskJet F 2210,19411
HP,DeskJet F,DeskJet F 2214,19411
HP,DeskJet F,DeskJet F 2290,19338
HP,DeskJet F,DeskJet F 2288,19338
HP,DeskJet F,DeskJet F 2291,19338
HP,DeskJet F,DeskJet F 2238,19411
HP,DeskJet D,DeskJet D 1520,21090
HP,DeskJet D,DeskJet D 1568,19409
HP,DeskJet F,DeskJet F 2240,19411
HP,PSC,PSC 1406,7640
HP,PSC,PSC 1401,7640
HP,DeskJet F,DeskJet F 350,9509
HP,DeskJet F,DeskJet F 340,9509
HP,DeskJet F,DeskJet F 335,9509
HP,DeskJet F,DeskJet F 325,9509
HP,DeskJet F,DeskJet F 310,9509
HP,DeskJet D,DeskJet D 2460,12284
HP,DeskJet D,DeskJet D 2430,12284
HP,DeskJet D,DeskJet D 2400 Series,12284
HP,DeskJet D,DeskJet D 1530,21090
HP,DeskJet D,DeskJet D 1400 Series,15808
HP,DeskJet D,DeskJet D 1468,15808
HP,DeskJet D,DeskJet D 1445,15808
HP,DeskJet D,DeskJet D 1460,15808
HP,DeskJet D,DeskJet D 1450,15808
HP,DeskJet D,DeskJet D 1430,15808
HP,DeskJet D,DeskJet D 1420,15808
HP,DeskJet D,DeskJet D 1455,15808
HP,DeskJet D,DeskJet D 1368,9508
HP,DeskJet D,DeskJet D 2451,12284
HP,DeskJet D,DeskJet D 2338,9507
HP,DeskJet D,DeskJet D 1300 Series,7995
HP,DeskJet F,DeskJet F 2188,13194
HP,DeskJet F,DeskJet F 2187,13194
HP,DeskJet F,DeskJet F 2185,13194
HP,DeskJet F,DeskJet F 2180,13194
HP,DeskJet F,DeskJet F 2140,13194
HP,DeskJet F,DeskJet F 2128,13194
HP,DeskJet F,DeskJet F 2120,13194
HP,DeskJet F,DeskJet F 2110,13194
HP,DeskJet D,DeskJet D 2468,12284
HP,DeskJet D,DeskJet D 2445,12284
HP,DeskJet D,DeskJet D 1341,7995
HP,DeskJet D,DeskJet D 1320,7995
HP,DeskJet D,DeskJet D 1311,7995
HP,DeskJet D,DeskJet D 1338,7995
HP,DeskJet D,DeskJet D 2320,9507
HP,DeskJet D,DeskJet D 2345,9507
HP,DeskJet F,DeskJet F 2276,19338
HP,DeskJet F,DeskJet F 2149,13194
HP,DeskJet F,DeskJet F 2250,19411
HP,DeskJet,DeskJet 3940 V,7996
HP,DeskJet,DeskJet 3938,7995
HP,DeskJet,DeskJet 3930 V,7995
HP,DeskJet,DeskJet 3918,7995
HP,DeskJet,DeskJet 3915,7995
HP,PSC,PSC 1400 Series,7640
HP,DeskJet,DeskJet 3950,7995
HP,DeskJet D,DeskJet D 2360,9507
HP,DeskJet D,DeskJet D 2330,9507
HP,DeskJet D,DeskJet D 1360,9508
HP,DeskJet D,DeskJet D 1330,7995
HP,Fax,Fax 1250 XI,9276
HP,Fax,Fax 1250,9276
HP,PSC,PSC 1415,7640
HP,DeskJet,DeskJet 3920,7995
HP,DeskJet,DeskJet 3930,7995
HP,OfficeJet,OfficeJet 1410 XI,7640
HP,OfficeJet,OfficeJet 1410,7640
HP,DeskJet,DeskJet 3910,7995
HP,DeskJet,DeskJet 3940,7996
HP,PSC,PSC 1417,7640
HP,PSC,PSC 1408,7640
HP,PSC,PSC 1403,7640
HP,PSC,PSC 1402,7640
HP,PSC,PSC 1410 XI,7640
HP,PSC,PSC 1410 V,7640
HP,PSC,PSC 1410,7640
HP,OfficeJet,OfficeJet 5610 Series,7970
HP,OfficeJet,OfficeJet 5600 Series,7970
HP,OfficeJet,OfficeJet 5605 Z,7970
HP,OfficeJet,OfficeJet 5610 XI,7970
HP,OfficeJet,OfficeJet 5610 V,7970
HP,OfficeJet,OfficeJet 5609,7970
HP,OfficeJet,OfficeJet 5608,7970
HP,OfficeJet,OfficeJet 5605,7970
HP,OfficeJet,OfficeJet 5610,7970
HP,OfficeJet,OfficeJet 5615,7970
Canon,Pixma,Pixma MX 700,14249
Canon,Pixma,Pixma IX 4000 Series,8673
Canon,Pixma,Pixma IX 4000 R,8673
Canon,Pixma,Pixma IP 3500,14250
Canon,Pixma,Pixma IP 3300,10033
Canon,Pixma,Pixma MP 510,10026
Canon,Pixma,Pixma IX 5000,8674
Canon,Pixma,Pixma IX 4000,8673
Canon,Pixma,Pixma MP 520 Series,14244
Canon,Pixma,Pixma MP 520 X,14244
Canon,Pixma,Pixma MP 520,14244
HP,OfficeJet Pro K,OfficeJet Pro K 8600 Series,15544
HP,OfficeJet Pro K,OfficeJet Pro K 8600 DN,15544
HP,OfficeJet Pro K,OfficeJet Pro K 8600,15544
HP,OfficeJet Pro L,OfficeJet Pro L 7760,11806
HP,OfficeJet Pro L,OfficeJet Pro L 7755,11806
HP,OfficeJet Pro L,OfficeJet Pro L 7555,11804
HP,OfficeJet Pro L,OfficeJet Pro L 7550,11804
HP,OfficeJet Pro L,OfficeJet Pro L 7650,11805
HP,OfficeJet Pro K,OfficeJet Pro K 5400 Series,11964
HP,OfficeJet Pro L,OfficeJet Pro L 7800 Series,11804
HP,OfficeJet Pro K,OfficeJet Pro K 550 Series,11966
HP,OfficeJet Pro K,OfficeJet Pro K 5400 N,11964
HP,OfficeJet Pro L,OfficeJet Pro L 7845,11804
HP,OfficeJet Pro L,OfficeJet Pro L 7480,14867
HP,OfficeJet Pro L,OfficeJet Pro L 7400 Series,14867
HP,OfficeJet Pro K,OfficeJet Pro K 5456 DN,11807
HP,OfficeJet Pro L,OfficeJet Pro L 7681,11805
