sku,weight
INCRSDNRP,0.022
593-10918/P623N,0.1
A45040015,1
4G2510L,1
A07356,0.88
59783,5
5733439760058,1
10312-02F,13.75
395033,27.9
517059,15.3
517083,16.4
557399,1
557402,1
564321,13.2
574441,1
574476,1
671172,1
677884,1
746248,21.6
755923,1
756007,1
756031,1
756066,1
756279,1
756872,1
757649,1
758598,1
758652,1
758881,1
759186,1
759240,1
759267,1
759283,1
838136,1
920942,1
923957,2
OP05,1
PS1351,13
PS4043,1
QL817,18.8
SP9080BU,1
SP9080CH,15
T0477A002,6
T0477A010,6
268782,0.125
SP656669,1
SP656677,1
SP656928,1
SP656952,1
SP832843,1
SP832893,1
424445,0.203
906470,3.81
921255,3.247
A1UC050,0.1
84001-02,0.1
4520XL,0.2
LU6566001,0.1
302KV93110,0.1
MX51GTMA,0.739
48004,1.204
DPX5-DF-ENG-STA,0.078
48017,1.243
AS1018CD,6.6
8937-722/-784,0.1
Y499D,0.1
100102099,1
100080827,1
100090270,1
100201430,1
100204803,0.0475
100080423,1.993
JC91-00948A,0.1
2746SC/AX220,0.1
ACCP020,0.118
R105,1
JC91-01024A,0.1
JC91-01028A,0.1
N2278526,0.1
180-2H,0.123
006R01317/8/9,0.1
HGEM931V5,0.1
5078-230-402,0.218
IR91B,0.01
LY0737001,0.1
NVAGIPAD2-1,0.1245
217b,1
307w,1
HL82OVER,0.08
8806872,0.24
100080924,0.18
100090017,1
100090026,1
100090041,1
100090033,1
100206549,1
A45060031,1
100206550,1
A45060091,1
100208945,0.25
S0793820,1
53008/53029,0.209
KLP200/48,1
KESGCHT,1
VRB809973,0.54
28003R,1
B209NARS,0.24
11185-01BlkGry,1
11187-01ABlk,1
11027-03,14.5
11199-01Blk,27.15
11183-04,16
10892-02,15.25
463973,1
SP414573,16.9
SP414598,30
418214,32.575
418044,39.475
418190,32.575
464003,1
10618-02M,1
463998,1
418182,29.58
418078,24.75
461374,1
461706,1
418271,1
547665,1
PS500MB,1
547632,1
418222,21.979
SP438061,1
418174,1
418255,22.777
SP438150,6
SP438142,1
SP634814,1
100080418,1
100080544,1
SP433028,1
45040,1
SS601SM 10,1
SS601SM 8,1
SS601SM 9,1
SS601SM 11,1
3316/23,1
100090240,1
100330594,1
400008670,1
96778,1.2
921891SZ,0.322
100080178,1
100080468,1.64
23701,4.6
23731,0.046
23741,0.085
23751,0.138
23761,0.348
A07508,1.74
CR1,1.89
CR60,4.085
CR60/CL2,4.085
GBC/RZ,0.019
211107025,1
R402657E,0.74
E0P1600,1
EOP1200,1
2161,0.38
255048-401,1
1008049,0.43
4782,0.69
MXB20GT,0.1
109R00846,0.1
WP-M4095DN,1
JC91-00973B,0.1
JC91-01130A,0.1
100023630,0.352
100090287,1
400004954,0.254
400021698,0.465
400021699,0.4895
400022165,0.44
400022166,0.421
400022214,0.16
2650-GEU,0.085
2650-PEU,0.045
6340,6.7
PMA4BK,0.62
LFH9162,0.07
GFS2000,0.21
457886,0.2285
255670-401,0.1
R3011,0.1
F9J1107uk,1
WPX6-DF-ENG-STA,0.28
841635,0.1
179,0.1
C9471A,1.08
C13T543200,0.24
1686B032,1
4062513,2.88
Q1442A,2.9
1710584-001,0.37
S041315,0.965
FS608UK,0.591
64004HE,2.65
C4951A,0.23
C13T543400,0.24
C13T605500,0.24
C13S015307,0.125
BP61GLP50,0.19
C13S050195,0.57
7020,0.3
C13S020118,0.215
C13T01840110,0.09
EL243S,0.059
C13T602C00,0.28
1902397,12.7
Q3216A,0.15
1710530-003,1
C13T411011,0.1
C13S050198,0.61
887447,0.1
17274,0.1
EL1607P,1.68
593-10078,0.94
43497,6.18
C13T605400,0.24
888087,0.34
BCI-15C,0.05
21977,0.59
0619B001,0.11
C7700YS,2.41
26592,0.1
8082,0.03
20431,0.1
C13T543600,0.244
106R01048,1.34
006R01263,0.49
UG3221AG,1
888548,0.1
108R00744,4.39
TN04M,1
C13T543500,0.238
BCI-6BK,0.05
C13T048C4010,0.15
106R01279,0.126
Q3658A,1
38063-25,0.088
C13T605300,0.242
C13S050196,0.6
106R01280,0.128
CA02374-C104,0.1
402444,0.1
593-10240,0.812
C4198A,1
3003060,0.92
C13T591100,1
24004,2.76
TN03BK,0.1
C13S050197,0.57
C9410A,0.11
TN-601BK,0.1
C11CC98301,18.5
66255,0.45
K90000,5
SDCZ50C-008G-B35,0.1
SDCZ50C-016G-B35,0.1
83543-02,0.86
15641,0.62
100080446,3.9
842019,0.1
MF055ZM/A,0.209
CLI-8G,0.05
20K0503,1.1
A0FN021,2.19
108R00861,1.42
108R00865,0.65
106R01294,1.07
113R00755,0.5
593-10263,0.1
554,5.94
593-10265,1
38324-01,0.088
78712-02,0.2575
2100556,0.485
2102023,4
TL-WPS510U,0.401
K72334EU,0.17625
3747530,0.617
80D2978,0.12
1040995,0.25
593-10336,0.812
910-001203,0.3
79181-03,0.397
36363-01,0.24
444,1
INSDH4G4V2,0.02
79G-02020,0.069
593-10873,0.7
593-10925,0.6
A1AU0Y1,0.56
A0X5451,0.29
A0WG0KH,1.31
003R98839,5.78
106R01306,0.1
80670,0.1
351-2,0.21
2101434,1
8438871,0.135
DQ-TCB008-X,0.1
WNA3100-100ENS,0.201
4400310,1
8018601,0.5715
49323-44,0.309
43901,0.01
A202050,0.1
K64638WW,0.2925
C13T653500,0.35
3912,0.126
302F993170,0.1
C13S051204,1.28
108R01121,1
6211B007,1.07
6388B001,0.046
87506-01,0.1
62540095,0.246
6B000000452,0.1
70C2HYE,0.27
CB863A,1
T5D-01574,0.245
593-11171,0.419
724-10491,2
K12588,0.048
C7976A,0.25
87680-02,0.45
80C2HYE,0.26
100023631,0.364
V101030BE000,0.721
SDCZ55-032G-B35Z,0.017
2641B002AA/B,0.1
6AJ00000046,0.1
44315308,0.53
14N0920,0.1
5410901,2.64
I26592,0.26067
I16867,0.467
I22374,0.5805
I21063,0.488
4400399,1
593-10923,0.5
593-10921,0.15
446,1.87
S0845820,0.192
54101003,0.14
20993700,0.38
RM1-2759,0.1
RM1-2752,1
6965A001,0.1
C13S050560,0.58
C13S050559,0.6
4065611,0.1
A00W372,0.1
A00W172,0.1
1240001,1.43
18C1530E,0.1
675K47088,1
53273,1.48
8020901,1.1
013R00647,1
013R00624,1.189
DGN2200-100UKS,0.77733
WN2000RPT-100UKS,0.6975
LU0523001,0.1
K12467,0.04
45U3891,0.1
11548,1
592-11311,1.6
1902684,1
1902685,1
891393,0.119
3786B003,0.1
WNR2200-100UKS,0.725
DR9947,0.0625
38885-02,0.407
43837129,0.92
43837132,0.92
424461,7.976
880681,0.129
A0XV0RD,1.123
892311,0.156
82312-41,0.15
S0947420,1
884931,0.68
WN3000RP-100UKS,0.3755
TZE451,0.095
006R01458,0.67
006R01459,0.67
006R01460,0.67
841505,0.1
841506,0.1
841507,0.1
TZECL3,0.1
43961,0.01
C950X73G,6
RM1-6406,0.1
TZEMQP35,0.1
F9J1001UK,0.821
F9K1002UK,0.43333
F9K1102uk,0.81933
F9J1102UK,0.681
821094,0.1
821095,0.1
821096,0.1
821097,0.1
3200201EZ,4.316
DC300i,1
C522A3MG,1
43596-50,0.362
406841,0.1
A0X5153,0.362
RG5-5064,0.1
RM1-2337,1
CN643A,0.1
LU8236001,0.1
44059165,0.59
960-000842,0.26667
MX-36GTBA,0.96
N2289921,0.086
SDSDXPA-064G-X46,0.02556
593-11056,1.6
593-11046,2.24
106R01503,0.3
XAVB2101-100UKS,0.50033
14N1608E,0.04
14N1609E,0.04
14N1614E,0.073
14N1619E,0.075
106R01565,0.42
106R01582,1.43
4873B001,0.1
406685,0.1
108R00829,0.726
108R00832,0.1
INMSDH16G10-20V2,0.007
9372101,0.06
13035RD,0.33
C13S050610,0.44
457489,0.3115
592-11808,0.1
592-11813,0.025
592-11815,0.025
592-11816,0.1
592-11818,0.255
44844406,1.97
SDSSDP-128G-G25,0.1
406990,1.365
SDCZ55-016G-B35R,0.011
SDCZ33-032G-B35,0.011
100202098,1
100202099,1
100202103,1
25368,1
SDSDQB-008G-B35,0.012
SDSDQB-016G-B35,0.012
80935-15,0.4
SDSDQM-004G-B35,0.0105
SDSDQM-008G-B35,0.011
RM1-1044,0.1
8024602,2.3
F9K1113UK,0.915
356-3,0.301
I25894,0.015
RM1-3761,0.1
C13S050699,0.71
XAVB5101-100UKS,0.568
8324/07,0.22
592-11812,0.055
53071,0.22
49173,0.02
SM-T2100ZWABTU,0.396
113R00773,2.1
SDCZ33-064G-B35,0.0625
200263-01,0.35
920-004523,0.53
88600-05,0.267
407249,0.612
MD788B/A,0.651
MD785B/A,0.6
45536505,2.5
45536506,2.5
45536507,2.5
96600554,1
45536508,2.5
E709X-K00-19.0,0.1
8287B005AA,0.1
593-BBBU,0.34
OCM818B-RU,1
TS16GDP200,0.23
KC36LN,0.655
A0X52D2,0.1
SC4512,0.34
SVBDG102EU,0.707
SVBDG103EU,0.998
LY6754001,0.1
100080874,0.852
400013734,0.635
KD-330,0.6755
2401684,0.855
2401688,0.115
2401694,0.89
2401695,0.87
2401700,0.105
512875,0.36
L7090-10,0.2
1893364,0.67667
R81000A3,0.4
8072,0.06
WU5205,0.045
40233,1.38
X316,1
S042539,0.1
C13T27024010,0.04
C13T27044010,0.03
C13T27034010,0.04
MS-FQC-06949,0.055
W316,1
Q1428B,1
V104131UE000,0.65
29UB65-P,1
70160001,0.24
106R02206,0.4
106R02208,0.4
106R02207,0.4
B4L03B,1
593-BBBM,0.24
593-BBBQ,1.4
631638,0.11
4818/23,1
APL-330,0.6315
637110,0.26
ACC8100,0.022
579406,0.0055
ADE001,0.001
100080211,1
AV09X-K00-1.0,0.02
TL-SG108E,1
5978B009AA,0.298
DJ-120D,0.308
8291531,0.12967
100103711,5
61959,0.859
C1810W,16.62
C1860FW,25.7
M2835DW,9.6
S316,1
ML-5510ND/SEE,1
8973A001AA,0.1
CLX-K8385A/ELS,1.5
TX131,1
CLP-680ND/SEE,20.15
0884B001AA,0.1
PF317W,0.505
5975B010AA,0.96
T26324010,0.1
DS620Z1,0.98
8333B008AA,1
CLT-M6072S/ELS,0.1
CLX-M8380A/ELS,1.066
SCX-3405W/SEE,1
CF278A#B19,1
1320B012AA,0.1
HMX-QF20BP/XEU,0.52
0457B002BA,2.52
MFCJ4510DWZU1,1
T24344010,0.1
QL1050ZU1,1.7
QL720NWZU1,2.233
DCP7070DWZU1,1
CF547A#B19,1
TZEM951,0.095
DCPJ552DWZU1,1
ML-6510ND/SEE,1
430F9,0.08
430F3,0.08
USB5012A,0.075
78627,0.1
78626,0.1
1320B014BA,0.1
54G0H00,0.7
1320B003BA,0.1
SDCZ43-016G-G46,0.03
100080449,1
SDSDQUIN-128G-G4,0.9
SDSDUN-128G-G46,0.05
SDSDQUIN-008G-G4,0.009
SDSDQUAN-016G-G4,0.02
SDSDQUAN-008G-G4,0.01
84190,0.051
392200,0.1
401394-01,0.1
391100,0.1
391143,0.1
391144,0.1
391145,0.1
391146,0.1
391151,0.1
391177,0.1
391178,0.1
401391-01,0.1
401733,0.1
391179,0.1
401392-01,0.1
401396-01,0.1
401400-01,0.1
401430-01,0.1
391142,0.1
391147,0.1
391148,0.1
391150,0.1
391181,0.1
401402-01,0.1
401735,0.1
INFD8GBCHRBL,0.02
X313,1
S313,1
SN1AT74B2E,1
LC227XLVALBP,0.245
LC227XLVALB,0.1
D7Z36A#A80,14.8
SDCZ48-128G-U46,0
V407151WE000,0.105
006R03219,1
E3E03A#A81,1
SDSSDHII-120G-G2,0.05
CHP110-XX,12.48
96600553-XX,0.1
97002004,1
97002005,1
97002075,1
97002002,1
97002007,1
97002012,1
97002016,1
97002029,1
97992070,1
97001534,1
97002018,1
97002024,1
97002058,1
97002064,1
99803454,1
Faxpro725,1
SAM1726,0.345
78400,0.165
61561,1
61562,1
61563,1
K39524EU,0.148
1FA400204,0.417
SA5050,0.11
78401,0.03
2102611,0.56
G350,1
45640001,0.166
45650095,0.27
45660095,0.105
100080915,1
100333173,1
400010228,0.12
8825-XX,0.1
935232,0.475
48193,0.234
100102914X,0.1
100330145,0.888
400038551,1
400038583,1
15993Z,0.1
46530,0.14
PERA5HT,1
25824,0.82
827341,0.335
100330939,1
107416,1
935240,0.45
935290,0.28
935363,0.064
ALCL200TW_5STAR,0.466
AWSDU400FLTW5STAR,0.67
260918,0.068
101236,0.1
61963,0.87
69270,0.619
22410,0.152
PERA4FL,1
1200V 2015,1
A40 2015,0.511
UPP43 01,1
1235997401,0.24
125-0452,1
935258,0.24
935296,0.297
935339,0.485
935371,1
935436,0.11
101237,0.1
SP437885,0.1
75594,0.455
23371,0.13
23611,1
HA200-126-MDP-BH-SV,0.1
13942,0.12
PERA4HT,1
PERA5FL,1
83096,0.728
100080213,0.92
25828,0.78
N07475,0.301
101076,0.1
464036,0.1
100955,0.1
101010,0.1
101031,0.1
101287,0.1
101289,0.1
101294,0.1
101300,0.1
101315,0.1
415106,0.1
415682,0.1
415706,0.1
416361,0.77
416442,0.77
416523,0.1
416564,0.1
416572,0.1
417040,0.1
417121,0.1
417292,0.1
417332,0.1
417358,0.1
417788,0.1
461528,0.1
461536,0.1
461578,0.1
461755,0.1
SC104GS - Royal,1
101268,0.1
101269,0.1
429993,0.1
430098,0.1
LE083,0.1
LE3102,0.29
LE6562A,0.29
100080105,1
421842,0.1
421850,0.1
463698,0.1
547721,0.1
101036,0.1
101292,0.1
101293,0.1
101296,0.1
416353,0.77
416418,0.1
416434,0.1
416450,0.77
416604,0.1
417032,0.1
417058,0.1
417324,0.1
417340,0.1
420425,0.1
461763,0.1
PS9207,0.1
Spin HB - Blu,1
Spin HB - Char,1
ST204 3LEVER-Leather,1
SP832851,0.1
SP832885,0.1
430608,0.1
LE6562E,0.29
SPC20522,0.2
124446000,0.32
4r,1
X5642750,0.04
1880,0.5
101145,31.5
101017,0.1
101028,0.1
101283,0.1
101297,0.1
101304,0.1
101312,0.1
101319,0.1
416280,0.77
416475,0.77
416556,0.77
417138,0.1
417188,0.1
417202,0.1
417228,0.1
417243,0.1
417365,0.1
417721,0.77
417802,0.77
419672,0.1
461544,0.1
461585,0.1
SF-405-01 - Claret,1
SP634944,0.1
SP635250,0.1
101261,0.1
101262,0.1
101267,0.1
430146,0.1
430568,0.1
LE270,0.025
LE447,0.04
629181600,0.729
CB1513,1
DE63602,0.703
MMF241007104,0.274
S4WI5C,0.551
SE80S,3
SW3FAD,0.141
TK7104,0.187
VSTCB0R3,0.17
WR0100,0.1
TD/3500BK3,1
J347/50,0.495
V645,0.622
64735,0.335
902134,0.12
103201,1
400038720,1
400038721,1
400038723,1
400038724,1
7101-0010-003,1
7101-0010-009,1
7201-4103-509,0.02
7211-4100-002,0.066
7451-0003-608,0.043
GAP1010BL,1
GPP0710HE,1
2120i-GY,0.54
36341,0.392
VTT393,0.1
45507,1
103200,1
400038660,1
DWBM1-GR,0.045
7041-6003-316,0.034
7201-4103-502,0.011
7451-0003-609,0.022
7700-1000-009,1
7700-1000-010,1
GAP1910AN,1
J95233,1
151183000,0.32
162378,9.429
929799,1
929820,1
BOH2503D-IUK,14.654
BPF-A4SV,0.275
PS90 4 Leg Lime,1
400038547,1
7011-0000-911,0.087
7101-0030-002,0.426
7201-4113-508,0.04
7301-0000-002,1
97002010,1
97002013,1
97002020,1
97002022,1
1FA500204,0.539
1564150,0.96
100080900,1
400013694,0.06
2103668,0.735
EPC188BK-GB,1
930396,0.132
934339,0.05
935288,0.28
935385,0.064
46541,0.28
69271,0.02
75715,0.123
14303,0.14
47910,0.17
1020209,0.465
28029,0.869
1250V 2015,0.063
44E 2015,1
CWC10 2015,0.08
EC52 2015,0.501
FP51R,0.62
MD53M 2015,0.028
P03761,1
23071,0.075
Varicopy,0.1
SP414581,0.77
84TSMK,1
101074,0.1
101089,0.1
101100,1
100948,1
100957,0.1
101021,0.1
101259,1
101285,0.1
101308,0.1
101318,0.1
415082,0.1
416264,0.77
416272,0.77
416378,0.77
416468,0.77
416580,0.1
417146,0.1
417210,0.1
417235,0.1
417868,0.1
547705,0.1
419826,0.77
419868,0.1
419915,0.77
419956,0.1
420003,0.1
461748,0.1
461560,0.1
930 2015,0.077
SP656782,0.1
SP656813,0.1
101265,0.1
430073,0.1
430462,0.1
OTIVFCAB,1
SP121PLP,1.53
TD/1000BK3,1
149271,8.3
165550,8.987
67003,1
6812sp/06bla0050,0.052
DE773YTCRY,0.56
SPC/20522/CLIP,1
TG8078,1.774
TK7101,0.105
TT03,16.5
WHTT3SS,9.7
64736,0.325
Y06066,0.86
400038541,1
7201-4113-502,0.062
7201-4113-505,0.027
7231-0000-012,0.04
7251-0000-008,0.708
7301-0000-003,1
7351-0010-003,1
7700-1000-014,1
AL-160DRN,1
X370H37015,0.1
MFC9970CDWU1,1
MLT-D111L/ELS,0.6
XR-9BU1-W-DJ,0.1
IB410109,1
10111,0.1
KDC7020i31,0.125
PPF685E/GBB,1
FX-85GTPLUS-SB-UH,0.11
SL-320TER+-SA-EH,0.05
74741000,5.4
73880000,24
3000055,1
SW601X-WN9-4.0,0.1
40124,0.382
201859-02,0.31
8041801,0.753
1043111,0.1
675K70584,1
428214,0.054
CHP650,0.1
18436,0.06
C13T664440,0.11
C13T664240,0.11
C13T664340,0.11
SDCZ50-128G-B35,0.01
SDSSDHII-480G-G2,0.09
SDSSDHII-960G-G2,0.05
891065,3.574
4401927UK,10.015
4401929,4.68
7101045UK,5.97
CF440AM,0.27
4896B014,1
HVR.200-12.RED.BLACK,6.9
AXSCR025P,0.09
40260,1.17
AMIRA2,1
257TT.35,1
E1000NC Grey,1
M101T Grey,1
37993,0.182
C11CA97301,1
35670X,6.1
BT150R-IUK,4.91
H3915NL-br4,1
BTKEYMINI,0.47
867,1
2475/57,1
CANIP7250,1
CANMG3550,0.1
CANMX475,1
20101202,0.127
3505,1
394 Black/White,1
54342E,1
1902393W,1
1902680,1
100090042,1
30418EAST,1
51764E,1
30230150,0.01
1883613,0.692
934392,0.043
NIK1963,1
MF4550d,1
Spectra A4,1
VM100VP,1
NIK2039,0.755
290107,1
22101203,0.135
224100101,0.042
3883,0.256
113101D,0.27
1883568,0.692
T6/4710-BK 78773 2PK,0.025
46730E,0.766
924626,1
CLK181-av4,1
1712004058,0.35
812501,0.30167
121X,0.18
100100722,1
100100935,1
100102403,1
5972E,1
29312,1
103100,1
Pro9000MkII,1
419986P10,0.094
MM040011012,1
PP53M 2016,0.03
40594,0.46
40595,0.5
PG115,0.179
BA4.83,0.63
100102664,1
100105056,10.75
PR2860,0.45
15DEPRA8,1.754
4061.35-X2,0.1
5281-00-89,1
LB-A2,1
H2910NL-bh1,1
H296NL-bn6,1
76934R,0.78
428211SP,0.514
44M 2016,1
35M 2016,0.038
HectorXXL,0.077
100102018,1
451398D,1
2102811,1
400012983,1
936295,2.495
1595265,0.07
419349P10,0.511
100100612,1
100100624,1
100102383,1
100102605,1
100103164,1
100105063,1
ASA760-1730400,0.046
1700520,1
212107220,1
ID5AC150Z,1.01
430528,0.1
ML50,1
936283,2.495
SCX-5737FW/XEU,1
55595,1
E191D Grey,1
TR3D Grey,1
473816,1
37994,0.105
AMIRA1,1
100103699,1
100104952,1
45341,0.15
30065,0.985
PASFA2B,1.1
WJD-8283,6.13
SIG05050505,1
SS2015,1
H2910NL-bh2,1
H296NL-br4,1
80219,0.93
01364R2013,0.183
ASA760-16P-300,0.01
44FT347,0.27
45305,0.15
418352,1
WVA52MSSF-av3,1
430510,0.1
FC11341540LV,1
11501,1
46053,0.085
M191T Grey,1
TR2D Grey,1
X2DL Grey,1
H125NL-bn6,1
H125NL-br4,1
163-bh1,1
40530,0.186
40593,0.623
40596,0.52
ROALRWWI1,0.667
211100325,1.95
WJD-8282,4.99
EL364B,0.212
163-bh2,1
H296NL-bh1,1
511,2.11
60580051,0.87
342WP4,0.071
3525,0.207
53343E,0.494
1883606,0.798
FG295073GRN,0.291
210811,1
36505,1
H35,1
892317,0.181
560,1
DL.LED-026 BK,1
env10,0.15
100103044,1
100105234,1
100106013,1
33614D,0.56
54298E,1
100082452,1
12600RD,1
EVOL80A3,1
ES210,1.64
4063.35,1.16
430543,0.1
64491,1
47022,0.37
SS2017,1
8200/19,0.296
40531,0.17
44FT346,0.27
2820.212,1
356688,4.629
S8WUSB,0.809
53342E,0.494
55188E,1
D26106,4.61
163-br4,1
H125NL-bh2,1
XSPUNINALIAB5,0.178
ROAQRZY61,0.4
7514413,1
934481,0.088
936291,2.495
933826,0.896
ET410/19/4S.SL-av1,1
69482-XX,0.1
POLYA4R,1
827347,0.82
100100841,1
100103605,1
GLC-REDZ,0.06
419516P10,0.12
CWC11 2016,0.2
FC1130023ER,1
FC1230025EV,1
100100878,1
100102407,1
100103798,1
100104528,1
PLA302,1.785
HPS1,0.4
D055,1
62680,1
FC1115030023ER,1
MA16007705,1
E101D Grey,1
MS10,1
430502,0.1
37991,0.114
37992,0.104
40529,0.178
11574,1
FC46080VALBL,1
ES165,3.695
ES211,2.14
ES215,2.682
PASFA3B,0.57
164-bh2,1
H2910NL-br4,1
49979X,0.923
132-av4,1
4063.35-X2,0.1
164-br4,1
H125NL-bh1,1
8119T-01,1
SB300-110,1
100102248,5
2768B016AA,0.1
1T02PACNL0,0.1
MX-23GTBA,0.85
8042101,0.2
752257,0.717
100103482,1
86405,0.45
86447,0.45
KYTK825K,0.1
KYTK410,0.1
QMS4065621,0.718
MS-8B-S-EH,0.16
ML-3560D6/ELS,1
2789B002AA,1.33
2793B002AA,0.98
T27144010,0.1
6WAYEXTLEAD,0.1
AR-455LT,1.55
40268,0.14
40254,0.148
3982B001,0.3305
40247,0.148
40248,0.148
T24314010,0.1
L7121-20.UK,0.36
CF403X,0.75
CF360A,0.118
CF363X,1.21
CF400A,0.75
CF360X,0.127
CF361X,0.121
CF362A,0.116
CF401A,0.75
CF402X,0.75
CF363A,0.116
CF403A,0.75
CF362X,0.121
CF401X,0.75
CF361A,0.116
CF400X,0.77
CF402A,0.75
MX18GTBA,0.1
3080059,0.047
MFCJ4610DWU1AG,0.1
CLX6220FX,1
SW4597,0.085
EL233SBBK,0.054
T04454010,0.1
024B,0.001
2662B005AA/17AA,0.1
9622B010,2.5
1T02F70EU0,1
006R03270,1
006R03268,1
006R03271,1
006R03269,1
842020,0.1
1FA600204,0.604
1FC5.054.00,0.4425
C13S050034,1
B9S79A,9.78
CM752A,1
2450B002AA,0.1
3482B002,1
2448B002AA,0.1
CLP-775ND/SEE,30.4
1CR000225,0.555
75518X34,0.1
822301,0.178
BLG10702,0.14
BLG10703,0.118
RCA5110,0.51
BLG20701,0.14
686-F1,0.12
653YE,0.168
655YE,0.847
KX-P115,0.045
220003,1.337
257906,1.46
BLG10701,0.12
BLG20703,0.14
660S,0.544
BLG20702,0.14
654YE,0.522
DF-120TERII,0.2585
T18014010,0.1
2644B002,1.52
3056/01,1
7211/19,0.28
3054/06,1
3056/06,1
2401746,0.485
2401741,0.122
2401747,0.119
2401736,0.1175
2401739,0.068
2401738,0.0685
2401742,0.89
2401748,0.11
2401733,0.118
2401737,0.1175
01735501.UK,0.155
2401735,0.04867
2401740,0.851
2401732,0.851
5258B028,11.8
8331B008,1
CN550A,1
2919/19,1.6
3350/01,2.38
1660B002,1.42
PT-E300VP,1
4053403,0.59
TZ221,0.042
636B,0.19
SDSDQXL-032G-GA4,0.1
842030,0.12
SDSDQXL-064G-GA4,0.1
3483B002,0.001
1153B002,1.15
PT-H105WB,0.706
1657B002,1.44
9286A003,0.92
4162102,0.1
82727,1
KX-FAD422X,0.515
HL2135WZU1AG,0.1
HL5450DNTZU1AG,0.1
HLL2340DWU1AG,0.1
MFCJ4625DWU1AG,0.1
DCPJ752DWU1AG,0.1
HL2240DZU1AG,0.1
MFCL8650CDWZU1AG,0.1
MFCL9550CDWTU2AG,0.1
DCPL2520DWZU1AG,0.1
HL5450DNU1AG,0.1
HL6180DWU1AG,0.1
MFCJ5620DWZU1AG,0.1
MFCL2740DWU1AG,0.1
DCP7055U1AG,0.1
HLL2365DWU1AG,0.1
FAX2840ZU1AG,0.1
FAX2940U1AG,0.1
HLL9200CDWTU1AG,0.1
MFCJ470DWU1AG,0.1
611610015,0.1
CN047AE,0.062
3500B002,0.84
2798B002,0.775
PT-D600VP,1
4870B001AA,0.1
T15714010,0.1
TK-895C,0.64
8107/19,0.318
935946,0.475
935949,0.497
935999,0.467
936046,0.064
936526,6.39
936550,5.24
936554,1.08
936562,5.27
936570,1.06
936615,5.03
936651,5.13
K26739-XX300,0.1
1443251-XX,0.1
1443268-XX,0.1
654-12SSCY-XX200,0.1
INSDH16G10-20CAS,0.1
1165R 2016,0.009
44 Blk 2016,1
44 Blue 2016,1
47 Blk 2016,1
52 Blk 2016,0.554
A40 2016,0.511
CP6744 2016,0.023
CWC10 2016,0.08
EC44 2016,1
FP51B 2016,0.62
AL53G 2016,0.22
113739,1
8373602-300,0.1
1465/00-XX,0.1
3334/23-XX,0.1
N50-C-3,0.1
817543,0.1
400021007-XX200,0.1
400021013-XX200,0.1
2100749-XX500,0.1
400021055-XX200,0.1
FCR0030-XX,0.1
53 2016,0.115
54 2016,0.135
FCR0028-XX,0.1
A3TR-XX300,0.1
TR003-XX300,0.1
153494341 XXX,0.1
A4TR-XX300,0.1
59401,3.154
8750,0.004
935938,0.064
935970,0.48
935973,0.48
936009,0.14
936041,0.064
936054,0.485
936067,0.213
936488,5.73
936666,0.045
FBC10025,0.516
FBC5010,0.55
1564150-XX1,0.1
00710X,0.1
00712X,0.1
1100R 2016,0.091
1100V 2016,1
1150R 2016,0.363
1190R 2016,0.065
1190V 2016,1
CDBC 2016,0.157
CP6741 2016,0.023
CWC9 2016,0.09
EC40 2016,0.47
EC52 2016,0.501
DK1100-16,0.1
KT3700-16,0.1
PR2100-16,0.1
C26766-XX300,0.1
39701,9.26
400051875-XX200,0.1
400051877-XX200,0.1
C13T033340100,0.06
13342,0.055
13343,0.06
18099,3.8
EHD75,1.436
FBC5025MATT,0.516
C13T034240100,0.07
T58464010,0.1
400051878-XX200,0.1
400051879-XX200,0.1
400051962-XX200,0.1
TK-570M-0,0.8
40305,0.426
114222,0.95
825 2016,0.05
TML 2016,0.427
114223,0.95
114224,0.95
C13S0511090,1
C13T034840100,0.055
C9453AE,0.1
C9451AE,0.1
Q1426A/B,3.866
C4935AE,0.1
400021032-XX200,0.1
400021034-XX200,0.1
GUA3-XX300,0.1
TK-570Y-0,0.8
2103820-XX500,0.1
2104003-XX500,0.1
2104006-XX500,0.1
2104008-XX500,0.1
D26111-XX500,0.1
K72423WW-XX500,0.1
CDP,0.47
DK1700-16,0.1
2102437-XX500,0.1
2102578-XX500,0.1
K72422WW-XX500,0.1
81306,4.742
39101,2.12
BH,0.27
SPD79,3.03
PT-D200BWVP-XX1,0.1
683-4-XX200,0.1
1902259-XX500,0.1
4401845-XX500,0.1
D26103-XX500,0.1
D26110-XX500,0.1
K72424WW-XX500,0.1
2103971-XX500,0.1
HR-200TEC-XX,0.1
400051876-XX200,0.1
114220,0.17
114221,0.95
114274,0.35
3333/01-XX,0.1
6778-1,0.1
400021015-XX200,0.1
400021016-XX200,0.1
655-12SSCY-XX200,0.1
841810-XX,0.1
BL107-A-3,0.1
N50-D-3,0.1
0263B002,0.9
C43S0153580,0.013
C13S0505600,0.62
TK-1115-0,0.22
44494202-1,0.1
114218,0.26
114219,0.17
400021049-XX200,0.1
113737,1
114279,3.501
BL107-V-3,0.1
1903972-XX500,0.1
2102242-XX500,0.1
318-3xx,0.1
318-9xx,0.1
935868,0.178
935911,0.974
936017,0.064
936585,0.835
936674,0.85
2100748-XX500,0.1
FGR1536SMGL,1
2401734,0.122
935915,0.975
935954,0.45
935957,0.28
935965,0.297
936011,0.24
936038,1
936062,0.23
936496,5.27
936542,1.14
